IM/JO/233,JO,233,T/JO/789,False,,,,Tyninghame,False,,jhm,2001-09-04 15:06:52,jhm,2002-10-18 11:02:37
IM/JO/235,JO,235,T/JO/812,False,,,,,False,,jhm,2001-09-10 13:25:42,LEM,2002-10-28 12:59:13
IM/JO/236,JO,236,T/JO/813,False,,,,,False,,jhm,2001-09-10 13:30:28,LEM,2002-10-28 12:58:20
IM/JO/237,JO,237,T/JO/814,False,9/1661,1661-08-10 00:00:00,,,False,,jhm,2001-09-10 13:35:07,jhm,2001-09-10 13:35:10
IM/JO/238,JO,238,T/JO/815,False,9/1661,1661-08-10 00:00:00,,,False,,jhm,2001-09-10 13:40:30,jhm,2001-09-10 13:40:35
IM/JO/239,JO,239,T/JO/816,False,9/1661,1661-08-10 00:00:00,,,False,,jhm,2001-09-10 13:44:05,jhm,2001-09-10 13:44:08
IM/JO/24,JO,24,T/JO/104,False,,,,Haddington,False,,jhm,2001-06-14 15:01:22,LEM,2002-10-28 12:53:40
IM/JO/240,JO,240,T/JO/817,False,9/1661,1661-08-10 00:00:00,,,False,,jhm,2001-09-10 13:48:26,jhm,2001-09-10 13:48:29
IM/JO/241,JO,241,T/JO/818,False,9/1661,1661-08-10 00:00:00,,,False,,jhm,2001-09-10 13:51:49,jhm,2001-09-10 13:51:52
IM/JO/243,JO,243,T/LA/402,False,9/1661,1661-08-10 00:00:00,,,False,Released,jhm,2001-09-10 14:15:08,jhm,2001-09-24 14:00:29
IM/JO/244,JO,244,T/JO/819,False,9/1661,1661-08-10 00:00:00,,,False,,jhm,2001-09-10 14:27:29,jhm,2001-09-10 14:27:32
IM/JO/245,JO,245,T/JO/830,False,,,Tolbooth,Duns,False,Released,jhm,2001-09-12 16:07:59,LEM,2002-10-28 12:59:29
IM/JO/246,JO,246,T/JO/421,False,3/1659,1659-02-06 00:00:00,Tolbooth,Stirling,False,,jhm,2001-09-12 16:12:34,jhm,2001-09-12 16:18:20
IM/JO/247,JO,247,T/JO/419,False,3/1659,1659-02-06 00:00:00,Tolbooth,Stirling,False,,jhm,2001-09-12 16:14:52,jhm,2001-09-12 16:17:25
IM/JO/248,JO,248,T/JO/867,False,,,,Falkland,False,Released,jhm,2001-09-24 14:11:24,jhm,2002-10-11 16:54:50
IM/JO/249,JO,249,T/JO/868,False,,,,Falkland,False,Released,jhm,2001-09-24 14:20:20,jhm,2002-10-11 16:55:08
IM/JO/25,JO,25,T/JO/105,False,7/1649,1649-06-06 00:00:00,,Haddington,False,,jhm,2001-06-14 15:14:22,jhm,2001-06-14 15:14:29
