Species,catalog.num,field.num,SVL,Head.width,Head.length,Internarial,Interorbital,Eye.length,Eye.naris,Naris.snout,Antebrachial.length,Femur.length,Tibio.fibula,Family
Babina_adenopleura,199202,,64.41,19.26,23.65,5.85,8.77,6.36,4.63,3.84,10.33,27.22,31.42,Ranidae
Babina_adenopleura,199197,,57.7,16.65,19.81,5.52,8.63,5.91,3.77,3.69,8.53,23.38,28.96,Ranidae
Babina_adenopleura,190290,,58.94,18.67,22.68,5.8,9.73,6.18,4.5,3.78,9.8,29.71,30.95,Ranidae
Babina_pleuraden,71401,A,62.34,20.27,23.43,4.95,8.45,6.79,4.01,3.96,10.59,29.53,31.77,Ranidae
Babina_pleuraden,205754,,56.91,17.29,22.76,5.26,8.07,6.44,4.37,4.62,9.82,26.17,28.57,Ranidae
Babina_pleuraden,205753,,53.84,16.18,20.94,4.44,7.89,5.69,3.92,4.01,9.45,26.15,28.4,Ranidae
Fejervarya_cancrivora,181927,,102.36,34.54,40.42,5.44,14.22,9.65,9.25,6.41,19.05,48.49,50.84,Ranidae
Fejervarya_cancrivora,181928,,96.43,32.33,39.44,5.25,12.67,10.22,9.04,5.68,16.04,41.37,46.33,Ranidae
Fejervarya_cancrivora,181929,,96.28,33.19,39.57,6.62,14.9,10.22,9.6,6.48,14.64,50.12,50.03,Ranidae
Hylarana_arfaki,68819,,146.35,55.24,55.74,10.94,27.87,17.42,15.57,8.27,29.1,72.94,80.65,Ranidae
Hylarana_baramica,201764,,60.01,19.14,24.4,4.2,10.63,7.26,5.84,2.85,11.49,27.4,31.48,Ranidae
Hylarana_baramica,201749,,57.94,17.65,22.52,3.55,8.96,6.93,5.58,2.84,12.43,25.54,30.83,Ranidae
Hylarana_baramica,201758,,64.58,19.56,24.81,4.69,10.2,7.52,5.96,2.56,13.14,29.02,34.63,Ranidae
Hylarana_chalconota,201775,,53.1,15.61,20.9,3.65,10.24,6.9,6.36,2.39,9.25,27.06,31.35,Ranidae
Hylarana_chalconota,201779,,53.68,15.8,18.68,3.91,9.42,6.59,5.72,2.53,9.27,26.84,30.33,Ranidae
Hylarana_chalconota,201774,,45.5,13.45,18.76,2.95,8.82,6.3,5.4,1.95,9.13,23.43,27.23,Ranidae
Hylarana_daemeli,132672,A,82.31,26.78,32.88,7.51,13.5,10.21,7.52,5.19,14.44,39.31,46.19,Ranidae
Hylarana_daemeli,132673,,85.51,26.2,33.82,7.16,14.17,10.2,6.75,5.22,15.03,39.1,47.76,Ranidae
Hylarana_daemeli,132672,B,81.65,24.18,30.42,6.52,12.61,9.35,7.65,3.86,12.99,35.47,42.1,Ranidae
Hylarana_erythraea,65119,C,60.03,18.24,25.12,5.03,10.45,7.28,5.8,4.04,10.02,29.16,33.16,Ranidae
Hylarana_erythraea,65119,A,60.07,17.76,25.83,4.84,10.71,7.53,6.27,4.23,9.17,29.24,34.28,Ranidae
Hylarana_erythraea,65119,B,59.1,16.91,24.48,4.63,9.68,7.74,5.7,3.89,9.46,27.18,32.06,Ranidae
Hylarana_glandulosa,201804,,77.31,25.35,32.17,6.51,14.58,9.21,7.42,4.3,15.38,34.95,38.51,Ranidae
Hylarana_glandulosa,201802,,76.76,26,30.09,6.83,12.75,9.71,7.2,4.2,13.45,33.35,37.53,Ranidae
Hylarana_glandulosa,201801,,74.9,25.88,30.53,5.95,13.31,9.1,7.09,4.43,13.81,34.3,37.23,Ranidae
Hylarana_lateralis,205698,,47.93,14.74,19.63,4.33,7.24,5.67,3.69,2.97,9.11,20.81,24.61,Ranidae
Hylarana_lateralis,205696,,44.79,14.46,17.64,3.74,6.83,6.02,3.74,2.84,8.57,20.73,23.2,Ranidae
Hylarana_lateralis,205703,,44.96,14.48,17.96,3.95,7.59,5.51,3.27,3.13,8.08,20.01,23.66,Ranidae
Hylarana_latouchii,201314,,63.63,22.04,23.92,6.31,11.84,7.81,4.55,3.12,11.72,28.8,31.63,Ranidae
Hylarana_latouchii,201312,,62.45,20.54,23.27,5.54,11.46,7.73,4.54,3.15,11.74,28.6,30.82,Ranidae
Hylarana_latouchii,201315,,48.88,15.65,19.41,5.21,9.27,6.77,3.59,3.23,8.72,22.61,27.33,Ranidae
Hylarana_nicobariensis,83100,A,47.19,13.98,18.19,4.38,7.89,5.79,5.37,3.13,8.72,23.49,27.29,Ranidae
Hylarana_nicobariensis,64958,metal tag,42.86,11.78,17.71,4.08,7.39,5.55,4.83,2.74,7.21,19.79,24.91,Ranidae
Hylarana_nicobariensis,83100,metal tag,46.04,12.71,17.71,3.84,7,5.26,5.15,2.87,8.08,22.36,27.03,Ranidae
Hylarana_nigrovittata,205745,,44.5,15.19,17.87,3.89,7.9,5.51,3.59,2.88,7.42,20.34,22.5,Ranidae
Hylarana_nigrovittata,205714,,47.55,14.28,17.99,4.24,8.21,6.45,3.71,2.6,8.13,21.83,26.39,Ranidae
Hylarana_nigrovittata,205738,,45.36,15.13,18.69,4.12,8.32,5.66,3.6,3.17,6.68,19.68,22.48,Ranidae
Pelophylax_nigromaculatus,68364,A,75.2,26.33,32.65,5.68,9.67,9.28,5.05,6.04,13.43,34.67,32.74,Ranidae
Pelophylax_nigromaculatus,68361,,73.06,22.41,29.68,4.69,9.43,8.52,5.12,5.52,12.16,36.33,34.16,Ranidae
Pelophylax_nigromaculatus,68362,,64.32,20.7,28.95,4.29,7.48,8.62,4.09,5.41,11.7,29.89,29.71,Ranidae
Pelophylax_plancyi,59949,,61.93,20.02,24.1,3.82,7.88,7.46,3.58,4.31,10.87,28.07,28.25,Ranidae
Pelophylax_plancyi,59941,,60.24,20.54,24.7,3.83,8.76,7.06,4.59,4.48,11.08,30.24,27.65,Ranidae
Pelophylax_plancyi,59961,,63.58,22.12,25.04,4.1,7.16,7.18,4.95,3.55,10.16,29.06,27.14,Ranidae
Pelophylax_ridibundus,129790,,75.01,24.59,26.03,4.73,8.59,7.31,5.23,6.1,13.63,39.13,40.05,Ranidae
Pelophylax_ridibundus,133284,,67.84,22.7,26,4.39,8.66,8.08,5.52,4.85,11.59,32.55,32.89,Ranidae
Pelophylax_ridibundus,130558,,64.59,24.28,29.17,4.24,8.35,9.1,5.55,6.21,11.73,35.5,33.58,Ranidae
Rana_amurensis,60262,,41.33,14.38,16.45,3.32,6.74,3.86,3.03,3.28,7.63,21.46,25.05,Ranidae
Rana_amurensis,127469,A,37.5,12.62,14.38,2.81,5.95,5.11,3.03,2.78,6.45,17.68,19.17,Ranidae
Rana_amurensis,127469,,40.5,13.7,16,3.57,5.85,4.58,3.12,2.68,6.73,18.96,20.06,Ranidae
Rana_areolata,66843,,107.56,33.12,35.09,7.32,13.51,10.5,7.55,5,14.92,42.89,49.6,Ranidae
Rana_areolata,66847,,102.51,31.54,33.65,6.91,14.06,8.67,7.25,6.45,13.28,40.98,45.53,Ranidae
Rana_areolata,66849,,98.19,31.04,34.01,7.71,13.5,9.44,7.16,6.86,15.3,40.51,47.73,Ranidae
Rana_arvalis,127468,,51.4,15.5,19.5,4.29,7.63,6.1,3.05,2.82,8.7,24.8,24.91,Ranidae
Rana_arvalis,127468,A,44.69,14.73,16.85,3.19,6.09,5.16,2.89,2.74,6.68,22.09,22.84,Ranidae
Rana_arvalis,127468,B,42.35,13.44,18.7,3.07,6.66,4.95,3.51,2.61,7.33,18.91,21.4,Ranidae
Rana_aurora,89786,,96.84,35.82,39.91,7.74,13.61,10.76,8.25,6.64,18.96,52.22,54,Ranidae
Rana_aurora,119018,,81.05,28.82,30.49,4.83,11.04,8.77,6.14,5.36,17.02,42.56,41.41,Ranidae
Rana_aurora,116649,,80.79,27.78,31.52,6.86,11.35,8.98,5.7,5.37,17.62,40.01,44.93,Ranidae
Rana_blairi,93172,B,69.39,20.43,23.92,4.96,8.52,8.21,5.48,5.38,11.06,35.75,39.53,Ranidae
Rana_blairi,71702,,72.41,22.85,27.73,4.38,8.2,7.93,5.5,5.01,12.97,39.61,42.96,Ranidae
Rana_boylii,104997,3415,55.18,20.5,19.42,4.8,8.56,6.66,3.28,3.15,10.3,28.62,31.8,Ranidae
Rana_boylii,104998,3440,52.89,20.5,18.83,4.3,8.64,6.58,3.71,3.24,10.29,31.76,32.49,Ranidae
Rana_boylii,102405,4209,48.04,17.8,18.37,3.26,7.69,5.27,3.66,3.92,8.63,26.32,29.68,Ranidae
Rana_catesbeiana,86553,,121.44,50.69,45.98,8.08,17.97,12.88,9.4,7.25,22.98,65.3,61.77,Ranidae
Rana_catesbeiana,76237,,119.07,48.3,49.32,7.74,18.54,12.57,9.14,7.04,21.79,55.53,59.09,Ranidae
Rana_catesbeiana,81508,,115.85,41.96,44.26,7.23,16.43,10.69,8.38,5.67,22.38,57.9,56.8,Ranidae
Rana_chiricahuensis,78469,A,77.41,29.13,30.67,5.1,11.05,9.05,6.4,4.97,15.12,39.93,42.04,Ranidae
Rana_chiricahuensis,79179,,77.75,26.21,29.84,5.31,10.23,7.79,5.85,4.56,12.58,39.76,40.67,Ranidae
Rana_chiricahuensis,79179,A,71.48,23.21,27.31,3.71,9.74,7.74,5.1,4.52,12.57,37.59,36.83,Ranidae
Rana_clamitans,224886,,85.71,26.53,32.47,6.35,10.28,9.88,5.37,6.69,13.7,43.02,42.55,Ranidae
Rana_clamitans,224887,,81.01,25.97,28.02,5.94,10.68,8.07,5.47,5.44,13.32,40.45,40.43,Ranidae
Rana_clamitans,224898,,80.03,27.01,29.94,5.89,9.48,10.26,6.14,5.89,13.06,42.38,38.86,Ranidae
Rana_dalmatina,56559,,56.25,19.74,20.96,4.48,7.63,6.66,4.71,3.71,12.46,33.3,36.4,Ranidae
Rana_dalmatina,55787,,58.31,17.67,19.54,4.69,6.6,6.61,3.56,3.33,14.47,28.84,32.94,Ranidae
Rana_dalmatina,55787,A,50.91,16.27,18.03,3.59,7.27,6.21,3.29,3.59,10.29,24.07,33.67,Ranidae
Rana_fisheri,90491,C,68.51,27.64,29.59,5.27,8.01,8.63,4.58,7.2,13.15,26.87,36.43,Ranidae
Rana_fisheri,90491,A,62.85,23.48,26.81,6.05,7,7.89,4.02,4.84,9.07,22.05,32.01,Ranidae
Rana_fisheri,90491,B,63.92,23.26,28.38,5.45,5.69,7.92,4.44,4.23,9.34,26.44,35.13,Ranidae
Rana_grylio,133683,,80.39,24.81,32.5,4.58,7.7,8.76,5.58,4.16,13.21,37.09,37.27,Ranidae
Rana_grylio,77191,B,79.36,27.19,36.24,4.6,12.34,10.59,6.23,5.19,13.43,37.55,39.71,Ranidae
Rana_grylio,106115,A,67.96,24.11,29.45,4.43,8.69,8.99,5.24,3.93,10.59,31.67,32.31,Ranidae
Rana_heckscheri,95544,,146.13,51.33,53.3,7.9,19.97,13.11,10.35,8.15,21.14,60.44,62.76,Ranidae
Rana_heckscheri,95545,,136.05,49.66,51.25,8.09,19.78,13.42,9.51,7.77,23.33,65.76,61.79,Ranidae
Rana_japonica,65894,,50.99,17.89,18.86,3.63,7.63,6.5,3.09,3.12,8.04,24.2,27.59,Ranidae
Rana_japonica,70208,,55.98,16.87,18.75,4.32,6.91,5.75,3.33,2.4,9.15,27.08,28.77,Ranidae
Rana_japonica,74277,A,46.85,13.44,17.35,3.45,6.5,6,3.04,3.47,8.73,22.43,25.53,Ranidae
Rana_longicrus,199282,,51.14,14.92,19.53,3.73,6.66,5.69,4.32,3.52,10.51,28.77,31.89,Ranidae
Rana_longicrus,199260,,50.05,13.93,18.4,4.15,5.99,5.36,3.54,2.97,9.02,26.9,31.5,Ranidae
Rana_longicrus,183272,,45.22,11.93,15.79,3.11,5.71,4.91,3.5,2.85,8.12,22.19,27.17,Ranidae
Rana_maculata,120078,8746,77.29,23.92,35.37,5.91,12.35,9.69,5.22,4.97,13.62,35.55,42.98,Ranidae
Rana_maculata,90840,A,73.05,23.45,30.02,5.88,9.81,9.16,4.31,4.44,13.01,32.98,40.19,Ranidae
Rana_maculata,90840,B,72.68,24.93,29.66,6.52,11.35,9.6,6.09,4.6,13.12,35.52,42.43,Ranidae
Rana_magnaocularis,123032,,57.71,19.31,25.2,4.68,7.46,7.41,4.22,3.67,9.49,27.11,33.94,Ranidae
Rana_magnaocularis,102125,A,60.86,20.19,26.54,4.61,8.24,7.9,4.08,5.02,11.01,30.66,33.51,Ranidae
Rana_magnaocularis,223081,,63.46,21.3,25.85,5.59,10.29,10.03,5.32,4.03,12.49,36.88,36.28,Ranidae
Rana_montezumae,138351,,44.23,15.4,20.38,3.38,5.43,5.73,3.16,3.14,6.47,21.55,22.96,Ranidae
Rana_montezumae,138352,,45.52,15.89,18.01,2.68,5.78,5.73,3.3,3.23,8.39,23.78,23.51,Ranidae
Rana_montezumae,118699,9149,40.08,13.04,15.45,3.28,5.6,4.83,2.89,2.91,6.43,18.62,19.78,Ranidae
Rana_montezumae,178533,,133.35,43.33,43.79,5.37,15.78,10.48,7.25,7.1,23.04,54.33,60.06,Ranidae
Rana_muscosa,223085,,61.73,22,22.87,5.21,9.45,6.99,4.07,4.74,15.01,33.9,37.05,Ranidae
Rana_muscosa,223088,,59.66,22.21,23.56,4.52,10.29,7.53,3.72,3.31,12.09,28.13,33.79,Ranidae
Rana_muscosa,223084,,57.82,21.39,22.86,5.08,9.02,6.84,4.25,3.94,12.35,31.58,34.98,Ranidae
Rana_palmipes,177900,,85.38,30.95,37.49,6.86,14.23,11.29,7.12,6.54,15.24,40.59,44.54,Ranidae
Rana_palmipes,177901,,91.33,33.16,40.08,7.24,15.2,13.79,8.05,5.37,15.18,45.72,46.65,Ranidae
Rana_palmipes,84118,,71.62,28.81,33.54,6.43,13.5,10.82,7.01,5.02,12.54,41.45,39.33,Ranidae
Rana_palustris,155851,,40.53,12.91,18.9,3.46,5.86,6.23,3.31,2.74,6.66,19.88,23.31,Ranidae
Rana_palustris,41886,A,39.32,13.42,17.35,3.53,6.41,5.43,2.74,2.55,7.11,15.51,23.59,Ranidae
Rana_palustris,155849,,40.6,12.93,18.01,3.89,6.18,6.03,3.13,2.64,6.77,20.08,23.23,Ranidae
Rana_pipiens,47225,A,52.31,17.34,19.88,4.42,7.73,7.45,3.76,4.12,8.91,27.12,31.73,Ranidae
Rana_pipiens,132956,797,56.78,17.34,22.94,4.9,6.93,7.57,4.03,4.15,10.01,28.35,33.52,Ranidae
Rana_pipiens,46628,,58.87,19.87,24.94,4.69,8.32,7.7,3.85,4.78,9.91,31.22,34.45,Ranidae
Rana_pretiosa,64933,A,77,26.11,29.09,4.57,9.79,9.22,4.87,5.58,13.85,36.51,37.88,Ranidae
Rana_pretiosa,129587,,72.63,22.8,25.31,5.11,9.12,8.76,4.12,4.81,12.71,31.69,34.72,Ranidae
Rana_pretiosa,129586,A,75.94,24.7,26.83,4.68,9.56,8.43,4.81,5.18,12.9,35.82,37.08,Ranidae
Rana_pustulosa,178540,,79.17,27.97,31.24,5.38,10.51,10.11,5.16,6.9,15.12,42.31,43.27,Ranidae
Rana_pustulosa,178541,,68.12,23.23,26.83,6.24,10.52,8.72,4.89,6.18,12.08,34.13,36.73,Ranidae
Rana_pustulosa,178534,,72.79,25.09,29.37,6.27,10.5,8.72,4.71,7.12,12.68,37.87,39.49,Ranidae
Rana_sauteri,199377,,50.76,15.37,18.49,4.19,7.43,6.08,3.75,3.22,9.3,27.63,30.87,Ranidae
Rana_sauteri,199461,,54.43,17.61,21.28,4.91,8.55,6.54,4.23,3.59,10.09,28.91,34.38,Ranidae
Rana_sauteri,199379,,52.98,17.54,19.16,4.31,8.43,7.12,3.65,3.12,10.53,29.57,31.5,Ranidae
Rana_septentrionalis,125763,A,63.94,19.8,28.02,5.41,7.53,8.21,4.04,4.36,9.63,30.46,30.58,Ranidae
Rana_septentrionalis,125763,B,62.95,19.46,22.59,4.54,7.37,8.54,4.43,3.15,9.59,29.09,30.09,Ranidae
Rana_septentrionalis,243102,,55.32,18.51,19.71,4.32,7.68,7.09,3,3.85,8.42,25.59,24.12,Ranidae
Rugosa_rugosa,68358,A,44.96,17.32,19,3.99,8.46,5.96,3.93,2.72,9.76,21.41,23.93,Ranidae
Rugosa_rugosa,68355,A,46.76,16.42,18.77,3.81,8.06,5.67,3.72,3.06,7.33,20.23,20.99,Ranidae
Rugosa_rugosa,68354,A,40.07,13.67,14.91,3.27,7.03,5.25,3.23,2.22,7.08,16.29,20.3,Ranidae
Rugosa_rugosa,64262,,128.45,42.35,45.58,7.19,16.12,8.81,10.37,9.19,22.11,40.74,42.33,Ranidae
Rugosa_rugosa,64261,,115.73,43.36,45.41,6.94,14.25,8.77,9.02,7.73,22.3,38.41,54.31,Ranidae
Staurois_natator,65406,A,45.63,12.86,16.11,3.51,8.08,5.35,4.63,2.16,9.29,24.7,26.42,Ranidae
Staurois_natator,65406,B,44.4,13.25,16.22,2.99,7.56,4.83,4.99,1.92,8.35,25.47,27.55,Ranidae
Staurois_natator,56420,A,43.72,12.71,15.07,3.14,7.57,5.85,4.29,1.8,7.24,24.46,24.43,Ranidae
Indirana_beddomii,172906,,45.55,17.46,18.23,4.99,8.62,5.69,4.35,3.5,9.6,26.84,30.08,Ranixalidae
Indirana_semipalmata,172909,,26.51,9.9,10.7,3.17,5.18,3.53,2.48,1.96,5.07,13.7,16.87,Ranixalidae
Buergeria_japonica,183811,,30.9,9.9,11.73,1.7,4.34,3.55,2.38,1.33,8.48,19.32,23,Rhacophoridae
Buergeria_japonica,183588,,33.83,9.59,12.07,2.11,4.75,3.04,2.84,1.01,7.63,18.98,23.44,Rhacophoridae
Buergeria_japonica,183808,,27.26,8.64,10.74,1.42,4.01,3.12,1.87,1.41,6.22,15.57,17.32,Rhacophoridae
Buergeria_japonica,183810,,24.95,7.56,9.18,1.35,3.29,2.96,1.63,1.17,6.4,15.53,16.56,Rhacophoridae
Buergeria_japonica,183809,,25.19,8.1,9.67,1.13,3.78,3.32,1.7,1.21,6.75,15.2,17.74,Rhacophoridae
Buergeria_robusta,182684,,64.06,23.43,23.79,4.27,10.29,5.92,6.22,2.45,17.09,31.95,35.98,Rhacophoridae
Buergeria_robusta,199750,,68.96,24.32,23.97,3.87,10.39,6.3,5.96,2.8,16.5,32.55,39.79,Rhacophoridae
Buergeria_robusta,199731,,46.05,14.31,16.59,2.11,7.2,5.21,3.74,1.45,11.26,25.81,25.39,Rhacophoridae
Buergeria_robusta,190576,,49.43,14.11,16.91,2.62,7.15,5.09,3.89,2.54,11.6,25.4,25.71,Rhacophoridae
Buergeria_robusta,199744,,48.59,13.83,16.72,2.08,6.78,5.52,3.2,2.28,11.47,24.06,25.9,Rhacophoridae
Chiromantis_hansenae,92469,,21.93,6.91,7.59,2.28,4.54,2.79,1.86,1.39,4.35,10.91,11.89,Rhacophoridae
Chiromantis_nongkhorensis,92470,,24.81,8.25,9.07,2.32,4.84,3.47,2.36,0.95,3.82,12.21,12.92,Rhacophoridae
Chiromantis_petersii,70299,A,42.3,12.65,12.96,2.69,7.53,4.03,3.08,2.08,8.66,17.4,19.31,Rhacophoridae
Chiromantis_petersii,70299,metal tag,55.01,17.29,17,3.1,9.81,4.55,3.99,2.1,11.91,21.59,23.83,Rhacophoridae
Chiromantis_petersii,70299,B,43.18,12.34,12.3,2.24,6.96,4.18,2.28,2.05,8.85,18.42,19.73,Rhacophoridae
Chiromantis_petersii,70299,C,42.7,11.88,12.16,2.75,7.69,4.04,3.02,2.14,8.93,18.78,18.89,Rhacophoridae
Chiromantis_rufescens,35587,,54.48,16.46,18.67,3.99,11.87,6.48,5.88,2.93,8.36,25.5,26.61,Rhacophoridae
Chiromantis_vittatus,60276,,22.32,6.5,7.01,2.47,4.7,2.89,2.36,1.32,4.1,9.81,11.37,Rhacophoridae
Chiromantis_xerampelina,61731,A,47.49,13.81,14.98,2.26,7.8,5.22,3.4,1.71,8.61,21.21,22.05,Rhacophoridae
Chiromantis_xerampelina,61371,metal tag,57.06,17.05,19.54,4.46,10.48,5.09,5.03,3.04,12.1,22.79,28.7,Rhacophoridae
Chiromantis_xerampelina,61371,B,46.37,12.94,14.12,2.38,7.94,4.53,3.69,2.13,9.76,19.42,21.75,Rhacophoridae
Chiromantis_xerampelina,90561,metal tag,65.04,17.66,18.8,3.6,10.56,5.41,5.21,2.37,13.52,28.93,31.49,Rhacophoridae
Kurixalus_appendiculatus,201899,,43.78,13.45,15.8,2.57,6.74,4.34,3.76,1.64,9.45,22.38,23.55,Rhacophoridae
Kurixalus_appendiculatus,201886,,35.62,10.95,13.24,1.54,5.15,3.97,2.59,2.05,7.36,17.46,17.93,Rhacophoridae
Kurixalus_appendiculatus,201887,,34.36,10.38,13.05,1.35,4.9,3.33,2.54,2.15,7.34,16.36,17.73,Rhacophoridae
Kurixalus_appendiculatus,201888,,33.55,11.01,13.69,2.06,5.54,3.32,2.91,1.79,6.89,15.54,17.12,Rhacophoridae
Kurixalus_appendiculatus,201891,,33.65,10.28,11.98,1.59,5.53,3.27,2.55,1.69,7.25,17.65,18.76,Rhacophoridae
Kurixalus_eiffingeri,182212,,31.62,10.03,10.9,2.26,5.73,2.86,2.4,1.58,6.62,14.43,16.2,Rhacophoridae
Kurixalus_eiffingeri,201337,,32.04,9.97,12.09,2.08,5,3.6,2.75,1.8,7.04,14.05,15.72,Rhacophoridae
Kurixalus_eiffingeri,182216,,34.07,11.24,12.92,2.79,6.12,4,3.06,1.77,8.94,15.67,18.05,Rhacophoridae
Kurixalus_eiffingeri,190583,,34.2,10.48,11.82,2.54,6.19,3.65,3.02,1.72,8.15,16.42,17.07,Rhacophoridae
Kurixalus_eiffingeri,182211,,30.13,9.26,11.31,2.38,5.12,3.53,2.23,1.26,6.12,13.34,14.52,Rhacophoridae
Kurixalus_idiootocus,190048,,31.25,8.89,12.83,2.41,5.02,2.82,2.03,1.98,6.11,12.92,12.9,Rhacophoridae
Kurixalus_idiootocus,199768,,28.1,9.2,11.75,2.16,4.82,3.53,2.19,1.65,8.03,13.34,15.8,Rhacophoridae
Kurixalus_idiootocus,199758,,33.81,9.92,12.05,2.12,5.36,3.22,2.35,1.84,7.33,16.04,15.88,Rhacophoridae
Kurixalus_idiootocus,190050,,36.26,11.05,12.79,2.79,6.25,3.29,2.88,2.01,7.59,17.44,15.81,Rhacophoridae
Kurixalus_idiootocus,190568,,37.61,11.09,12.71,2.28,5.83,3.47,2.8,1.9,7.13,16.32,17.05,Rhacophoridae
Philautus_acutirostris,178520,,17.93,7.22,7.26,1.55,4.29,3.07,2.22,1.18,3.01,9.36,10.31,Rhacophoridae
Philautus_aurifasciatus,64960,,25,8.95,10.39,1.07,4.14,3.23,2.11,1.67,5.9,14.33,13.81,Rhacophoridae
Philautus_aurifasciatus,182607,,18.86,4.28,6.92,0.82,2.2,2.47,1.34,1,3.64,9.73,10.71,Rhacophoridae
Philautus_aurifasciatus,182609,,16.67,4.69,6.89,0.72,2.01,2.04,1.17,0.8,3.49,9.27,9.88,Rhacophoridae
Philautus_aurifasciatus,182608,,17.21,4.16,6.4,0.86,2.1,2.13,1.57,0.81,3.7,8.52,9.27,Rhacophoridae
Philautus_surdus,206526,,34.44,14.07,13.44,3.36,7.39,4.97,3.55,1.91,7.18,17.7,18.5,Rhacophoridae
Polypedates_colletti,201847,,71.92,21.14,27.92,2.21,12.8,8.08,9.55,1.75,16.71,42.41,44.5,Rhacophoridae
Polypedates_colletti,201848,,71.58,22.52,26.8,2.24,13.48,7.6,8.75,1.8,17.42,41.64,42.41,Rhacophoridae
Polypedates_colletti,201486,,64.32,21.31,24.63,2.33,12.46,7.09,8.33,1.8,16.26,37.57,41.75,Rhacophoridae
Polypedates_leucomystax,201855,,66.11,18.74,23.03,2.16,11.09,7.01,6.06,1.98,13.42,33.93,35.94,Rhacophoridae
Polypedates_leucomystax,201850,,68.46,18.62,24.31,2.85,11.82,6.61,6.27,2.3,13.8,34.22,35.9,Rhacophoridae
Polypedates_leucomystax,201871,,64.74,18.51,23.76,2.42,11.62,5.87,6.35,2.72,13.38,33.09,35.63,Rhacophoridae
Polypedates_leucomystax,201863,,62.98,18.07,21.29,2.76,11.37,6.35,6.1,2.28,12.5,31.8,34.4,Rhacophoridae
Polypedates_leucomystax,201870,,61.09,18.31,22.83,2.73,11.47,6.01,5.6,1.82,13.08,32.73,34.55,Rhacophoridae
Polypedates_maculatus,172736,,40.74,13.69,16.2,1.52,6.52,5.48,3.84,1.58,9.58,23.06,22.96,Rhacophoridae
Polypedates_maculatus,139797,,43.91,13.89,15.97,1.92,6.43,5.33,3.82,1.83,9.05,22.33,21.9,Rhacophoridae
Polypedates_maculatus,139796,,60.57,19.97,22.61,2.8,10.06,6.72,5.85,2.01,14.27,34,32.26,Rhacophoridae
Polypedates_maculatus,172905,,47.88,15,18.41,2.08,8.12,4.61,3.6,1.77,10.14,22.82,24.55,Rhacophoridae
Polypedates_megacephalus,183777,,51.2,16.61,20.02,2.55,9.13,4.99,5.15,1.79,12.67,29.59,28.7,Rhacophoridae
Polypedates_megacephalus,183776,,45.68,15.29,17.5,2.26,8.61,4.83,4.9,1.77,11.44,27.27,25.99,Rhacophoridae
Polypedates_megacephalus,189971,,63.01,17.85,21.95,2.43,10.42,5.77,5.44,2.04,14.6,34.89,34.23,Rhacophoridae
Polypedates_megacephalus,189970,,52.87,15.03,18.03,1.75,7.75,5.39,4.02,1.76,11.51,26.75,25.97,Rhacophoridae
Polypedates_megacephalus,182718,,48.14,15.43,18.41,2.1,8.64,5.33,4.78,1.79,11.87,26.64,26.4,Rhacophoridae
Polypedates_otilophus,117038,,65.71,24.2,26.2,2.73,13.61,7.69,9.44,2.43,17.13,37.07,37.33,Rhacophoridae
Polypedates_otilophus,201872,,68.99,22.88,25.78,2.5,13.54,8.04,9.1,2.9,17.19,35.53,37.68,Rhacophoridae
Polypedates_otilophus,201873,,76.15,25.24,27.8,3.04,15.18,7.26,9.3,2.59,18.12,37.57,37.13,Rhacophoridae
Pseudophilautus_leucorhinus,61067,,31.96,12.53,13,3.62,7.46,4.59,2.95,1.76,6.32,16.08,18.51,Rhacophoridae
Pseudophilautus_microtympanum,64326,,40.15,14.76,14.58,4.05,7.23,4.38,3,2.06,7.76,20.46,21.78,Rhacophoridae
Rhacophorus_dennysi,92487,,104.84,33.62,33.52,9.53,22.19,8.35,8.6,5.91,22.59,50.13,52.54,Rhacophoridae
Rhacophorus_moltrechti,199835,,47.88,15.89,18.56,2.43,7.88,4.61,3.36,3.35,9.99,22.02,22.85,Rhacophoridae
Rhacophorus_moltrechti,199847,,42.25,11.9,13.71,1.77,6.4,3.52,2.46,1.96,8.6,18.05,18.14,Rhacophoridae
Rhacophorus_moltrechti,199851,,47.11,14.96,17.19,2.97,8.01,4.98,3.63,2.56,10.14,23.9,23.96,Rhacophoridae
Rhacophorus_moltrechti,199794,,42.5,13.98,14.59,2.73,6.96,4.06,2.79,2.09,8.25,18.85,18.07,Rhacophoridae
Rhacophorus_pardalis,65412,A,50.99,18.78,20.54,3.27,10.7,5.95,5.04,2.28,12.21,29.59,30.48,Rhacophoridae
Rhacophorus_pardalis,65412,B,51.31,18.9,20.84,3.05,9.64,5.62,5.04,2.11,13.29,29.53,31.15,Rhacophoridae
Rhacophorus_pardalis,65412,C,42.33,13.98,15.9,2.26,6.83,4.58,3.94,1.86,9.66,21.96,24.06,Rhacophoridae
Rhacophorus_pardalis,65412,D,43.44,15.14,16.9,1.91,8.18,5.64,3.83,1.59,9.85,22.53,23.46,Rhacophoridae
Rhacophorus_pardalis,65412,metal tag,45.76,14.47,16.62,2.02,7.58,5.68,3.6,1.83,9.46,21.71,23.39,Rhacophoridae
Rhacophorus_reinwardtii,240763,,54.38,19.96,21.33,3.66,9.52,6.14,4.36,3,13.62,32.25,33.42,Rhacophoridae
Rhacophorus_reinwardtii,240764,,61.77,22.33,23.22,3.79,10.49,6.68,4.86,2.66,15.39,37.38,36.99,Rhacophoridae
