Species,catalog.num,field.num,SVL,Head.width,Head.length,Internarial,Interorbital,Eye.length,Eye.naris,Naris.snout,Antebrachial.length,Femur.length,Tibio.fibula,Family
Litoria_peronii,210551,,48.9,17.27,17.94,3.7,9.43,4.76,4.5,1.9,10.44,22.04,,Pelodryadidae
Litoria_peronii,170439,4133,43.45,15.3,14.42,3.34,8.7,3.84,4.07,2.12,8.28,19.06,23.2,Pelodryadidae
Litoria_peronii,202479,10352,47.73,15.25,17.48,3.9,9.29,4.24,3.9,1.52,10.35,24,25.68,Pelodryadidae
Litoria_peronii,170438,4131,49.67,17.39,17.96,3.32,9.29,4.05,4.68,1.69,9.91,23.43,24.27,Pelodryadidae
Litoria_peronii,170467,4132,49.02,16.02,16.03,2.79,9.31,4.31,4.91,1.27,9.39,22.74,23.79,Pelodryadidae
Litoria_phyllochroa,210553,,28.44,11.27,12.28,2.24,6.53,3.3,3.6,1.3,6.55,14.46,16.08,Pelodryadidae
Litoria_phyllochroa,210552,,32.18,12.05,12.41,2.53,7.06,3.46,3.46,1.26,7.65,15.41,17.7,Pelodryadidae
Litoria_phyllochroa,67726,A,33.82,11.91,13.04,2.51,6.52,3.55,3.26,1.21,6.96,18.37,18.12,Pelodryadidae
Litoria_phyllochroa,210554,,36.06,12.06,11.34,2.29,7.07,3.13,3.61,1.45,7.27,16.86,19.32,Pelodryadidae
Litoria_phyllochroa,210555,,31.11,10.83,12.18,2.5,6.68,2.77,3.15,1.25,6.63,14.16,17.08,Pelodryadidae
Litoria_raniformis,83403,A,74.04,23.59,29.44,4.05,10.23,6.08,5.34,3.9,14.37,29.36,35.74,Pelodryadidae
Litoria_raniformis,113377,6888,71.57,22.51,27.69,3.45,10.88,6.39,5.47,3.17,14.42,33.92,33.98,Pelodryadidae
Litoria_raniformis,65250,A,64.88,23.56,27.63,3.24,10.15,5.73,5.6,3.37,14.66,27.11,32.04,Pelodryadidae
Litoria_raniformis,83403,B,60.27,22.51,25.11,3.54,8.98,6.08,4.88,2.74,12.97,28.45,30.2,Pelodryadidae
Litoria_rheocola,132789,85,30.52,9.87,10.52,2.41,5.66,3.2,2.89,1.3,7,14.92,18.13,Pelodryadidae
Litoria_rheocola,132789,86,31.6,9.75,10.72,2.51,5.62,3.07,2.87,1.6,5.77,15.16,17.72,Pelodryadidae
Litoria_rheocola,132789,84,29.99,10.47,10.41,2.83,5.57,2.94,2.9,1.09,5.44,15.99,17.5,Pelodryadidae
Litoria_rheocola,132790,175,30.03,9.83,10.34,2.55,5.68,2.7,2.79,1.33,5.63,14.25,17.27,Pelodryadidae
Litoria_rheocola,132790,173,30.76,10.33,13.42,2.05,5.99,3.15,2.96,0.81,5.25,15.57,17.63,Pelodryadidae
Litoria_rothii,202497,9925,44.35,13.32,14.98,3.23,8.08,3.85,3.48,2.15,8.51,21.29,21.72,Pelodryadidae
Litoria_rothii,132829,3577,48.95,15.96,15.74,3.07,9.38,4.69,4.04,1.73,7.7,23.27,24.39,Pelodryadidae
Litoria_rothii,132801,1304,48.64,15.37,16.24,3.41,9.33,4.27,4.5,2.15,8.72,22.43,24.23,Pelodryadidae
Litoria_rothii,202498,9926,46.49,15.19,16.19,3.6,8.32,3.67,4.06,2.54,8.37,21.8,23.22,Pelodryadidae
Litoria_rothii,202503,9931,44.59,14.82,14.47,2.8,9.18,3.65,4.24,2.17,7.78,16.55,21.81,Pelodryadidae
Litoria_rubella,202522,9932,28.78,8.4,9.2,1.74,5.07,2.27,2.68,0.76,5.3,11.65,12.57,Pelodryadidae
Litoria_rubella,210321,8579,29.45,8.52,9.66,1.85,4.76,2.38,2.55,0.86,5.46,11.32,10.82,Pelodryadidae
Litoria_rubella,202524,9934,30.42,8.07,8.99,1.97,5.13,2.33,2.62,1.16,5.1,13.05,12.48,Pelodryadidae
Litoria_rubella,202568,10358,32.41,9.19,10.05,1.59,5.03,2.71,3.1,1.21,5.31,13.42,13.22,Pelodryadidae
Litoria_rubella,210322,8580,30.5,7.81,8.02,1.59,4.76,2.19,2.1,0.92,4.73,11.75,10.77,Pelodryadidae
Litoria_thesaurensis,99953,A,48.32,15.05,16.4,3.69,8.95,5.37,4.51,1.58,9.77,23.59,26.48,Pelodryadidae
Litoria_thesaurensis,99956,A,57.23,19.38,19.56,4.61,11.26,5.23,5.26,1.74,11.31,30.02,33.55,Pelodryadidae
Litoria_thesaurensis,99956,B,59.11,20.67,20.98,2.98,11.31,5.76,6.04,2.98,11.4,29.57,33.11,Pelodryadidae
Litoria_verreauxii,210559,,35.61,10.55,11.07,2.45,5.91,2.92,2.56,1.02,7.05,15.85,18.08,Pelodryadidae
Litoria_verreauxii,210562,,34.75,11.41,10.93,3.12,6.14,3.01,2.76,1.54,6.8,18.69,18.04,Pelodryadidae
Litoria_verreauxii,210560,,37.16,11.17,11.26,2.68,6.68,2.97,2.65,1.3,7.49,17.75,20.24,Pelodryadidae
Litoria_verreauxii,210561,,34.87,11.25,10.7,2.08,6.46,3.6,2.66,1.38,7.85,17.04,18.36,Pelodryadidae
Litoria_verreauxii,170460,4177,30.15,10.62,10.26,2.01,5.74,2.74,2.25,1.21,5.93,15.98,14.65,Pelodryadidae
Pelodytes_caucasicus,127467,metal tag,43.91,14.2,15.55,1.73,5.86,4.03,3.76,2.47,12.05,22.36,25.79,Pelodytidae
Pelodytes_caucasicus,119654,,40.41,12.06,14.62,1.57,6.2,3.81,2.67,1.39,10.69,22.42,22.04,Pelodytidae
Pelodytes_caucasicus,127467,paper tag,42.79,13.47,15.09,1.59,5.58,4.37,3.51,2.54,11.77,24.96,24.32,Pelodytidae
Pelodytes_punctatus,111990,metal tag,45.02,13.91,14.21,2.93,7.42,4.56,3.93,2.59,7.42,19.83,20.09,Pelodytidae
Pelodytes_punctatus,111990,paper tag,39.22,13.03,13.43,2.68,6.43,4.58,3.94,1.8,7.9,18.42,18.99,Pelodytidae
Petropedetes_johnstoni,56276,A,39.29,16.71,16.67,3.13,8.09,5.47,4.17,1.97,8.18,23.91,25.73,Petropedetidae
Petropedetes_johnstoni,56276,B,39.74,14.88,15.07,2.78,7.73,4.87,4.55,1.83,8.28,22.44,25.06,Petropedetidae
Petropedetes_johnstoni,35593,C,40.96,16.83,15.79,3.2,8.36,5.53,4.65,2.22,7.69,22.46,25.89,Petropedetidae
Phrynobatrachus_acridoides,70295,A,20.81,7.2,8.53,1.28,3.55,2.7,2.08,1.47,2.88,11.05,11.39,Phrynobatrachidae
Phrynobatrachus_acridoides,64515,B,20.18,6.15,7.78,1.97,2.71,2.48,1.82,1.16,3.4,9.03,11.48,Phrynobatrachidae
Phrynobatrachus_acridoides,64513,C,20.91,6.85,8.33,2.21,3.87,3.05,2.23,1.45,3.94,9.48,12.1,Phrynobatrachidae
Phrynobatrachus_africanus,38341,,34.52,13,12.42,2.76,5.82,4.92,3,1.8,8.27,15.39,16.87,Phrynobatrachidae
Phrynobatrachus_africanus,60305,,31.29,10.33,11.5,3.6,5.51,3.91,2.71,1.85,5.64,15.06,15.89,Phrynobatrachidae
Phrynobatrachus_dispar,187912,,20.39,6.49,7.33,2.22,4.11,2.51,1.83,1.4,4.08,10.07,11.95,Phrynobatrachidae
Phrynobatrachus_dispar,187911,,18.63,5.56,6.95,1.69,3.34,2.19,1.82,1.03,3.36,8.32,10.05,Phrynobatrachidae
Phrynobatrachus_dispar,187905,,19.63,6.03,6.96,1.74,3.38,2.45,1.97,1.1,3.82,11.31,12.86,Phrynobatrachidae
Phrynobatrachus_francisci,227292,,19.98,7.15,7.72,2.2,3.5,2.19,1.88,1.08,3.63,9.81,10.24,Phrynobatrachidae
Phrynobatrachus_francisci,227293,,16.99,5.75,5.99,2.1,3.33,1.84,1.67,1.29,2.95,7.94,8.84,Phrynobatrachidae
Phrynobatrachus_graueri,90587,paper tag,19.75,6.29,7.2,2.49,3.79,2.25,1.53,1.22,4.7,10.4,10.85,Phrynobatrachidae
Phrynobatrachus_graueri,90587,metal tag,20.08,5.96,6.97,1.58,3.78,2.26,1.67,1.24,3.28,10.24,10.18,Phrynobatrachidae
Phrynobatrachus_graueri,90588,metal tag,20.18,6.74,7.97,2.52,4.14,2.53,1.78,1.66,4.38,10.41,10.92,Phrynobatrachidae
Phrynobatrachus_keniensis,156334,,22.74,7.17,7.91,2.61,4.16,2.31,1.56,1.68,4.31,10.15,11.41,Phrynobatrachidae
Phrynobatrachus_keniensis,156331,,23.96,6.86,8.46,2.52,4.25,2.51,1.59,1.34,4.3,9.04,11.03,Phrynobatrachidae
Phrynobatrachus_keniensis,156332,,24.44,7.12,8.16,2.47,3.85,2.42,1.57,1.46,4.59,9.83,11.46,Phrynobatrachidae
Phrynobatrachus_kinangopensis,137286,,22.36,6.31,7.35,2.32,3.7,2.33,1.67,1.41,3.78,8.18,10.94,Phrynobatrachidae
Phrynobatrachus_krefftii,64558,A,36.27,12.79,14.64,3.86,6.12,4.07,3.32,2.61,5.79,17.18,18.32,Phrynobatrachidae
Phrynobatrachus_krefftii,64558,B,33.93,10.66,13.07,3.06,5.27,3.97,2.98,2.01,7.14,16.86,19.19,Phrynobatrachidae
Phrynobatrachus_krefftii,64558,C,37.8,11.54,13.57,3.24,4.83,4.13,3.11,2.4,7.5,19.46,19.13,Phrynobatrachidae
Phrynobatrachus_latifrons,238233,,23.27,8.64,8.81,2.34,3.97,2.54,2.22,1.24,4.74,11.93,11.98,Phrynobatrachidae
Phrynobatrachus_latifrons,238229,,21.88,6.25,7.64,2.14,3.84,2.57,1.61,1.9,3.55,8.6,10.08,Phrynobatrachidae
Phrynobatrachus_mababiensis,181310,,18.78,5.42,6.15,1.94,3.3,1.84,1.58,1.3,3.35,7.98,9.63,Phrynobatrachidae
Phrynobatrachus_mababiensis,181316,,17.76,5.42,6.9,1.46,3,1.94,1.59,1.1,3.14,8.94,9.37,Phrynobatrachidae
Phrynobatrachus_mababiensis,181313,,17.06,4.65,6.27,1.94,3.16,2.16,1.69,1.09,3.09,8.45,9.3,Phrynobatrachidae
Phrynobatrachus_minutus,70302,,17.16,5.26,6.13,1.69,3.09,2.23,1.46,0.93,3.41,7.13,7.32,Phrynobatrachidae
Phrynobatrachus_minutus,70301,,17.84,5.94,6.4,1.93,3.36,2.22,1.32,1.52,2.52,5.79,8.47,Phrynobatrachidae
Phrynobatrachus_minutus,70302,,17.16,5.64,6.05,1.68,3.1,2.44,1.61,1.12,3.4,6.78,7.88,Phrynobatrachidae
Phrynobatrachus_natalensis,190676,,33.39,10.42,11.89,2.27,4.45,3.85,2.91,1.52,5.28,13.9,15.44,Phrynobatrachidae
Phrynobatrachus_natalensis,190647,,30.32,9.51,10.52,2.2,4.53,3.52,2.42,1.65,5.23,12.98,14.17,Phrynobatrachidae
Phrynobatrachus_natalensis,193501,,27.31,8.74,9.97,1.83,4.12,2.82,2.21,1.41,4.69,12.25,14.27,Phrynobatrachidae
Phrynobatrachus_versicolor,90586,metal tag,30.87,9.78,10.66,3.37,5.05,3.55,1.82,1.91,6.16,15.24,15.17,Phrynobatrachidae
Phrynobatrachus_versicolor,90585,paper tag,26.36,9.6,10.13,2.86,4.85,2.92,2.43,1.99,4.55,12.71,13.15,Phrynobatrachidae
Phrynobatrachus_versicolor,90585,metal tag,26.01,8.56,9.54,2.72,4.78,3.19,2.06,1.14,5.53,11.89,12.89,Phrynobatrachidae
Agalychnis_annae,122798,4009,59.08,17.14,20.02,4,10.18,6.19,5.78,4.41,14.06,25.13,28.67,Phyllomedusidae
Agalychnis_annae,122668,3952,62.57,17.62,20.53,4.9,11.59,6.63,5.59,5.24,13.76,23.98,29.26,Phyllomedusidae
Agalychnis_annae,129208,4929,63.08,17.74,20.3,4.11,11.92,6.08,6.43,5.19,15.02,26.63,30.24,Phyllomedusidae
Agalychnis_annae,122668,3953,58.51,15.31,18.21,3.78,9.23,6.17,4.64,4.14,13.64,24.13,27.54,Phyllomedusidae
Agalychnis_annae,122668,3957,58.93,16.7,20.16,4.52,11.11,6.37,5.71,3.82,13.01,27.28,27.19,Phyllomedusidae
Agalychnis_callidryas,115315,10611,44.25,13.39,15.56,1.96,8.59,4.75,4.78,1.2,9.92,18.95,22.64,Phyllomedusidae
Agalychnis_callidryas,115816,10673,44.39,13.86,15.85,2.79,8.56,4.85,4.13,1.58,11.42,20.36,22.9,Phyllomedusidae
Agalychnis_callidryas,115318,10677,45.38,13.26,15.43,2.1,8.85,5.27,4.17,1.35,11.85,19.55,24.12,Phyllomedusidae
Agalychnis_callidryas,119234,14012,43.39,13.72,15.21,2.46,8.83,4.86,4.86,1.66,10.39,18.53,21.16,Phyllomedusidae
Agalychnis_callidryas,115315,10616,42.89,12.68,16,2.94,8.17,4.93,4.92,1.56,12.49,22.22,23.09,Phyllomedusidae
Agalychnis_lemur,126616,,37.19,10.89,12.8,1.18,4.61,3.04,3.64,1.1,9.54,19.69,22.21,Phyllomedusidae
Agalychnis_lemur,238580,,41.3,12.26,14.37,1.81,5.51,4.46,3.49,1.09,10.39,19.52,22.87,Phyllomedusidae
Agalychnis_lemur,122667,FS CFW 3884,32.63,9.91,11.44,1.17,4.14,3.23,3.09,0.93,8.35,14.39,17.87,Phyllomedusidae
Agalychnis_lemur,129201,,32.35,8.51,11.09,0.96,3.41,3.25,2.74,1.19,7.92,13.36,16.69,Phyllomedusidae
Agalychnis_lemur,238579,,34.27,10.11,11.47,1.3,4.07,3.25,2.78,0.91,8.79,14.49,17.94,Phyllomedusidae
Agalychnis_moreletii,90929,,68.65,20.91,25.23,5.11,13.34,7.86,6.73,5.33,10.91,36.7,35.17,Phyllomedusidae
Agalychnis_moreletii,90929,,68.67,19.53,26.13,5.01,12.09,7.17,7,4.67,15.89,36.61,35.79,Phyllomedusidae
Agalychnis_moreletii,90927,,69.01,20.73,25.53,5.4,14.72,7.16,7.76,5.43,19.66,38.62,38.21,Phyllomedusidae
Agalychnis_saltator,238498,6644,44.13,12.19,16.54,3.32,8.15,5.09,5.38,3.91,9.96,20.75,23.06,Phyllomedusidae
Agalychnis_saltator,238499,6645,42.24,11.45,14.15,2.22,7.27,4.48,4.55,2.25,10.15,20.24,21.79,Phyllomedusidae
Agalychnis_saltator,238497,6643,42.52,12.57,14.15,2.92,7.47,4.42,4.97,2.59,9.66,19.49,22.37,Phyllomedusidae
Agalychnis_saltator,238500,6646,42.34,12.81,15.09,3.17,8.52,5.42,4.35,2.19,9.57,18.55,21.87,Phyllomedusidae
Agalychnis_saltator,238501,6910,41.62,11.96,14.35,2.71,7.95,4.1,4.4,1.75,11.03,20.29,23.39,Phyllomedusidae
Pachymedusa_dacnicolor,80040,A,83.22,25.24,26.06,5.4,14.78,6.4,6.88,2.77,18.29,32.37,32.74,Phyllomedusidae
Pachymedusa_dacnicolor,80041,A,81.09,24.95,25.65,4.95,15.24,6.31,6.69,2.08,18.56,34.56,31.81,Phyllomedusidae
Pachymedusa_dacnicolor,80041,B,69.94,22.04,23.01,4.83,12.15,5.4,5.63,2.25,15.54,29.62,28.7,Phyllomedusidae
Phasmahyla_guttata,204705,5011,35.1,12.21,11.47,1.71,6.69,3.95,3.61,1.02,9.6,15.59,18.07,Phyllomedusidae
Phasmahyla_guttata,104178,A,35.71,11.58,11.78,1.61,6.84,4.66,3.81,0.91,9.59,16.93,17.59,Phyllomedusidae
Phasmahyla_guttata,68764,,36.61,11.08,12.01,1.19,7.14,3.18,3.66,0.97,9.89,14.56,17.95,Phyllomedusidae
Phyllomedusa_burmeisteri,120418,,60.99,21.08,22.26,4.38,10.54,5.49,4.07,2.19,18.41,27.97,27.36,Phyllomedusidae
Phyllomedusa_burmeisteri,65895,,59.57,19.19,20.29,2.56,9.55,5.35,4.22,1.99,15.53,26.66,26.63,Phyllomedusidae
Phyllomedusa_burmeisteri,127907,,59.79,18.34,19.7,2.75,8.8,5.15,4.51,1.89,17.07,27.74,27.75,Phyllomedusidae
Phyllomedusa_burmeisteri,65685,,56.94,16.03,17.23,2.17,7.39,5,3.36,1.31,14.75,23.13,24.08,Phyllomedusidae
Phyllomedusa_palliata,129333,,40.62,11.44,13.6,2.28,5.78,4.14,3.18,1.53,12.29,16.87,19.09,Phyllomedusidae
Phyllomedusa_palliata,129330,,41.22,12.18,13.34,2.91,5.89,3.49,2.52,1.37,12.26,17.31,19.15,Phyllomedusidae
Phyllomedusa_palliata,129331,,41.65,12.37,13.85,2.44,6.15,3.71,2.69,1.57,12.25,18.12,19.94,Phyllomedusidae
Phyllomedusa_palliata,129332,,39.18,12.05,13.4,2.39,5.45,3.81,2.73,2.07,11.52,16.49,18.68,Phyllomedusidae
Phyllomedusa_palliata,129334,,40.45,12.78,13.99,2.18,6.31,4.05,3.22,1.65,11.85,16.69,19.01,Phyllomedusidae
Phyllomedusa_sauvagii,109757,A,61.46,20.82,22.46,3.74,9.09,5.56,4.17,2.81,17.27,26.62,26.36,Phyllomedusidae
Phyllomedusa_sauvagii,109757,has a metal tag,64.01,20.33,22.34,3.75,10.48,6.26,5.16,2.46,19.83,25.82,29.46,Phyllomedusidae
Phyllomedusa_sauvagii,109757,B,56.35,19.52,20.27,3.12,9.82,4.99,4.66,1.93,16.56,26.08,26.61,Phyllomedusidae
Phyllomedusa_sauvagii,109757,C,59.6,19.98,19.91,2.85,9.65,5.37,4.11,1.94,17.41,24.06,27.41,Phyllomedusidae
Phyllomedusa_sauvagii,94081,,71.34,22.52,24.04,3.35,11.09,5.9,4.71,2.58,21.43,28.77,30.97,Phyllomedusidae
Phyllomedusa_tarsius,129328,,81.94,24.33,27.46,4.02,11.9,7.05,6.14,2.56,24.11,37.86,41.23,Phyllomedusidae
Phyllomedusa_tarsius,129327,,99.5,31.38,30.83,5.05,14.9,9,6.72,2.68,28.66,42.97,49.51,Phyllomedusidae
Phyllomedusa_tomopterna,31747,,39.18,11,14.33,1.36,6.08,4.67,3.32,1.24,10.06,19.89,21.14,Phyllomedusidae
Phyllomedusa_tomopterna,129301,FS CFW 5193,41.64,12.56,14.71,1.92,5.89,4.51,3.95,1.69,11.33,19.58,20.59,Phyllomedusidae
Phyllomedusa_tomopterna,129301,FS CFW 5249,42.66,12.24,14.84,2.06,6.61,4.27,3.37,1.4,11.54,19.54,20.79,Phyllomedusidae
Phyllomedusa_trinitatis,113883,FS AB 4137,56.8,19.46,20.89,3.17,10.03,5.91,4.91,2.27,17.71,29.67,30.35,Phyllomedusidae
Phyllomedusa_trinitatis,113883,FS AB 4136,61.22,19.3,21.74,2.95,10.03,6.06,4.72,1.82,19.74,29.36,31.02,Phyllomedusidae
Phyllomedusa_trinitatis,113883,FS AB 4135,63.96,20.11,23.1,3.77,10.68,6.01,5.23,2.21,20.22,32.93,32.98,Phyllomedusidae
Phyllomedusa_vaillantii,92100,A,69.56,27.07,28.9,3.9,13.24,6.48,6.36,2.45,26.91,38.28,37.67,Phyllomedusidae
Phyllomedusa_vaillantii,92100,B,67.48,25.09,26.39,3.95,12.15,6.23,6.16,2.42,23.87,34.82,34.28,Phyllomedusidae
Pipa_carvalhoi,105335,,68.52,15.65,14.63,3.71,9.63,3.34,6.37,1.66,9.69,29.38,25.14,Pipidae
Pipa_parva,57447,,39.27,9.1,8.91,2.21,5.59,1.94,3.42,0.96,5.13,14.75,16.24,Pipidae
Pipa_parva,57444,,29.51,8.42,6.94,3.07,4.66,1.53,2.43,0.8,4.05,12.6,12.41,Pipidae
Pipa_pipa,239026,,142.98,44.11,28.56,7.52,22.5,2.7,13.04,3.62,22.46,52.25,53.95,Pipidae
Pipa_pipa,59024,,169.19,57.97,37.95,5.86,29.89,2.37,15.4,3.49,26.45,58.12,56.44,Pipidae
Pipa_pipa,97201,,170.09,59.06,38.61,7.49,29.54,3.23,15.21,4.95,25.66,61.58,57.37,Pipidae
Xenopus_borealis,61376,A,58.19,14.24,15.38,1.69,5.83,3.11,2.6,1.4,8.1,21.26,25.46,Pipidae
Xenopus_borealis,180317,,42.09,10.07,10.51,1.33,3.51,2.56,2.01,1.6,7.45,17.19,17.4,Pipidae
Xenopus_borealis,61376,B,53.03,12.85,12.07,1.26,4.73,2.57,3.15,1.36,10.66,18.56,22.87,Pipidae
Xenopus_borealis,61376,C,50.19,10.12,12.1,1.21,3.79,2.55,2.15,1.23,9.73,20,21.54,Pipidae
Xenopus_borealis,61376,D,45.28,9.54,12.25,1.43,3.58,2.79,2.11,1.56,7.25,16.56,19.92,Pipidae
Xenopus_gilli,113979,FS AB 9945,50.93,10.69,11.45,1.26,4.04,3.11,2.42,1.44,9.26,18.83,17.98,Pipidae
Xenopus_gilli,110655,,37.44,7.5,9.98,1.06,2.73,2.6,1.25,1.75,7.76,13.86,14.87,Pipidae
Xenopus_gilli,113979,FS AB 6892,34.18,6.66,7.38,0.93,2.91,2,1.55,1.05,6.16,13.45,13.59,Pipidae
Xenopus_gilli,113979,FS AB 6893,33.67,6.88,8.82,0.98,3.13,1.88,1.48,1.12,6.49,13.43,12.31,Pipidae
Xenopus_laevis,61590,,81.1,25.06,21.9,3.93,10.67,4.4,3.87,2.66,12.03,32.35,31.71,Pipidae
Xenopus_laevis,61590,,81.22,24.57,18.66,3.61,10.49,3.98,4.31,3.13,12.55,32.98,33.37,Pipidae
Xenopus_laevis,61593,,77.76,24.27,21.57,3.24,9.56,3.95,3.43,3,13.76,31.74,33.41,Pipidae
Xenopus_muelleri,61384,,63.49,18.69,18.32,3.58,7.34,3.73,3.01,3.7,9.64,24.22,26.69,Pipidae
Xenopus_muelleri,61384,,64.46,18.12,15.86,2.98,8.09,3.66,3.48,2.37,10.05,27.55,26.36,Pipidae
Xenopus_tropicalis,227285,,37.55,7.07,9.47,1.14,3.03,1.7,1.49,1.09,6.97,16.11,16.7,Pipidae
Xenopus_tropicalis,227284,,37.63,7.17,10.95,1.21,3.21,1.39,1.22,1.1,7.16,14.3,15.53,Pipidae
Xenopus_tropicalis,229220,,32.99,6.42,7.52,0.91,3.5,1.33,1.4,1.36,5.02,12.46,13.97,Pipidae
Xenopus_tropicalis,227286,,37.91,7.25,12.72,1.12,3.29,1.48,1.09,0.94,7.63,14.33,16.85,Pipidae
Ptychadena_bibroni,229230,,47.17,15.24,18.48,4.38,7.55,4.93,4.89,3.55,9.25,18.48,26.1,Ptychadenidae
Ptychadena_mascareniensis,213517,,45.35,14.5,18.12,2.82,5.79,4.12,3.85,2.6,6.9,23.37,28.5,Ptychadenidae
Ptychadena_mascareniensis,220211,,47.51,14.46,19.29,3.38,5.87,4.43,4.08,2.94,8.59,26.71,27.82,Ptychadenidae
Ptychadena_mascareniensis,220237,,45.46,14.43,21.12,3.15,5.14,4.81,4.49,2.97,8.5,27.77,29.29,Ptychadenidae
Ptychadena_porosissima,218933,,45.84,13.82,18.09,3.5,5.62,4.9,3.65,2.99,9.14,24.06,26.21,Ptychadenidae
Amietia_angolensis,181337,,86.13,30.21,32.75,6.07,12.95,9.04,7.25,4.19,14.43,39.76,48.35,Pyxicephalidae
Amietia_angolensis,181338,,85.28,29.36,30.86,6.1,12.99,8.77,6.67,4.99,16.39,41.57,47.13,Pyxicephalidae
Amietia_angolensis,181340,,82.48,28.51,31.37,5.45,12.9,7.77,7.31,4.06,15.28,39.65,45.37,Pyxicephalidae
Anhydrophryne_rattrayi,241974,,18.26,6.6,7.3,2.28,3.35,2.48,1.21,1.46,3.14,6.68,6.84,Pyxicephalidae
Arthroleptella_lightfooti,190666,,20.46,6.08,7.62,2.5,3.74,2.43,1.63,1.14,3.76,7.96,8.39,Pyxicephalidae
Arthroleptella_lightfooti,185789,,16.48,5.28,6.89,2.37,3.38,2.12,1.37,0.99,3.09,6.07,6.84,Pyxicephalidae
Arthroleptella_lightfooti,185791,,16.42,4.69,6.14,2.18,3.01,2.12,1.39,1.44,2.89,6.13,6.9,Pyxicephalidae
Arthroleptella_lightfooti,190664,,17.49,4.96,6.16,2.25,3.42,2.13,1.51,1.16,2.51,6.07,7.16,Pyxicephalidae
Arthroleptella_lightfooti,190667,,17,4.87,6.79,1.54,2.75,2.23,1.2,1.38,3.37,6.58,7.86,Pyxicephalidae
Arthroleptides_martiensseni,222713,,44.66,18.18,17.57,3.93,9.66,5.46,4.89,2.62,9.02,24.13,29.32,Pyxicephalidae
Cacosternum_boettgeri,190651,,21.67,4.98,6.65,2,3.49,1.97,1.37,0.73,3.73,6.42,8.94,Pyxicephalidae
Cacosternum_boettgeri,190649,,19.94,5.53,5.78,2.15,3.62,2.46,1.6,1.15,3.48,7.44,8.54,Pyxicephalidae
Cacosternum_boettgeri,190652,,20.82,5.25,6.33,1.98,3.3,2.43,1.47,1.25,2.82,6.77,7.88,Pyxicephalidae
Cacosternum_boettgeri,190650,,19.55,5.15,6.36,2.56,3.53,1.78,1.43,1.18,3.47,6.8,7.73,Pyxicephalidae
Cacosternum_capense,63368,,29.94,11.41,11.38,2.18,5.25,3.92,2.79,1.05,5.92,10.52,11.57,Pyxicephalidae
Microbatrachella_capensis,190658,,14.65,4.61,5.86,1.34,2.05,1.69,0.76,0.79,2.34,5.06,6,Pyxicephalidae
Microbatrachella_capensis,190657,,14.78,4.94,6.09,1.84,2.69,1.88,1.05,0.85,2.16,5.91,6.58,Pyxicephalidae
Microbatrachella_capensis,190659,,14.61,4.37,6.07,1.16,2.27,1.83,1.09,0.77,2.15,5.19,6.44,Pyxicephalidae
Natalobatrachus_bonebergi,185784,,33.45,10.09,12.35,2.81,5.81,3.57,3.24,2.03,5.8,15.94,18.22,Pyxicephalidae
Natalobatrachus_bonebergi,185780,,32.55,9.63,11.64,2.48,5.66,3.7,2.92,2.38,6.7,15.21,18.82,Pyxicephalidae
Natalobatrachus_bonebergi,185776,,34.48,10.43,12.91,2.71,6.1,4.02,3.25,1.85,5.7,16.23,18.48,Pyxicephalidae
Pyxicephalus_adspersus,70331,,103.84,43.53,38.13,6.6,13.26,11.32,6.98,3.62,17.12,40.68,33.94,Pyxicephalidae
Strongylopus_fasciatus,70308,A,37.72,11.72,14.47,3.19,5.75,4.36,2.87,3.92,6.48,22.27,26.2,Pyxicephalidae
Strongylopus_fasciatus,70308,C,38.09,10.96,14.93,3.46,5.96,4.76,2.21,4.04,6.82,20.64,25.36,Pyxicephalidae
Strongylopus_fasciatus,70308,B,36.18,10.35,12.83,3.25,4.66,4.13,2.09,3.52,6.54,17.7,23.73,Pyxicephalidae
Strongylopus_grayii,61501,,43.25,15.62,17.07,4.46,7.51,4.72,3.26,3.57,8.65,25.1,28.49,Pyxicephalidae
Tomopterna_delalandii,116723,,44.82,17.62,18.39,4.49,7.85,5.58,3.32,2.3,7.11,20.64,19.15,Pyxicephalidae
Tomopterna_delalandii,70330,,44.77,17.73,15.98,3.91,6.85,6.19,3.38,2.28,7.86,21.91,18.04,Pyxicephalidae
Amietia_fuscigula,61507,61507,69.04,20.23,22.78,3.96,7.94,7.73,4.09,4.76,9.97,36.29,40.88,Ranidae
Amietia_fuscigula,61508,61508,59.67,18.51,22.52,3.77,6.58,7.46,4.52,4.43,10.5,35.52,38.62,Ranidae
Amietia_fuscigula,61512,61512,56.45,20.96,24.57,3.9,8.04,7.64,4.1,5.29,11,28.3,28.01,Ranidae
Amolops_viridimaculatus,227642,,84.5,23.43,28.01,8.9,15.24,9.29,7.15,4.78,16.68,43.56,45.87,Ranidae
Amolops_viridimaculatus,227646,,70.22,18.79,24.81,6.94,12.71,8.42,5.64,4.75,12.99,39.5,39.52,Ranidae
Amolops_viridimaculatus,227649,,65.31,18.92,22.07,7.52,11.81,7.38,5.78,4.99,11.31,39.32,41.54,Ranidae
Amolops_viridimaculatus,227643,,60.33,18.65,22.81,6.88,11.59,7.35,6.29,4.76,13.43,36.47,39.96,Ranidae
Amolops_viridimaculatus,227645,,64.42,18.41,23.47,6.85,11.73,8.2,5.45,4.18,12.22,38.58,38.83,Ranidae
